,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
1902,2010,Ooooh! Freeze him out.,Joey,joy,positive,200,7,6,23,"0:14:15,187","0:14:16,522",freeze them out sets cetera
1903,2011,Thats right!,Ross,joy,positive,200,8,6,23,"0:14:16,522","0:14:16,663",
1904,2012,I like it!,Joey,joy,positive,200,9,6,23,"00:14:16,772","00:14:18,356",like as i will show him
1905,2013,Doorknob?,Elizabeth,neutral,neutral,201,0,6,19,"00:07:48,718","00:07:50,635",doorknob tornado
1906,2014,"Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",Ross,neutral,neutral,201,1,6,19,"00:07:56,851","00:07:59,311",spring vacation spring vacation
1907,2015,Oh good.,Elizabeth,joy,positive,201,2,6,19,"00:10:08,941","00:10:10,650",oh good
1908,2016,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",Ross,fear,negative,201,3,6,19,"00:10:12,403","00:10:26,916",look ati'm have a great time with you and i just want us to move too fast or put too much pressure on us
1909,2017,"So, Im sorry I just dont think we should go away together yet.",Ross,sadness,negative,201,4,6,19,"00:10:27,084","00:10:30,128",so i'm sorry i just don't think we should go away together yeah
1910,2018,Its-its too soon.,Ross,fear,negative,201,5,6,19,"00:10:30,296","00:10:31,463",it's too soon
1911,2019,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that Im going to Florida for a couple weeks.",Elizabeth,surprise,positive,201,6,6,19,"00:10:31,631","00:10:40,263",ras i think you misunderstood what i was sayingi just wanted to tell you that i'm going to florida for a couple weeks
1912,2020,No. I think you misunderstood what,Ross,surprise,positive,201,7,6,19,"00:10:44,268","00:10:50,482",noi think you misunderstood what i would say
1913,2021,You are so adorable.,Elizabeth,joy,positive,201,8,6,19,"00:10:51,150","00:10:53,985",what i meant was you are so adorable
1914,2022,That! Lets talk about that.,Ross,joy,positive,201,9,6,19,"00:10:54,153","00:10:57,697",thatlet's talk about that
1915,2023,Hey!,Chandler,joy,positive,202,0,6,5,"0:16:55,848","0:16:57,809",hi
1916,2024,How do you feel?,Phoebe,neutral,neutral,202,1,6,5,"0:16:57,809","0:16:58,343",yeah
1917,2025,"Well, lets just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",Chandler,neutral,neutral,202,2,6,5,"00:16:58,434","00:17:04,272",well as you say that krug will be fully equipped to destroy the universe again and twelve to fourteen hours
1918,2026,"Okay, so I",Phoebe,neutral,neutral,202,3,6,5,"00:17:05,816","00:17:08,860",so i totally took care of the babies all by myself
1919,2027,And protected them from a tornado?,Chandler,neutral,neutral,202,4,6,5,"00:17:11,113","00:17:13,990",and protected them from a tornado
1920,2028,Oh my God.,Monica,surprise,negative,202,5,6,5,"00:17:17,786","00:17:18,870",oh my god
1921,2029,"I know, the babies are asleep.",Phoebe,neutral,neutral,202,6,6,5,"00:17:19,038","00:17:21,664",i know the babies are asleep
1922,2030,"Phoebe, what, what happened here?!",Monica,surprise,negative,202,7,6,5,"00:17:22,332","00:17:24,417",what happened here
1923,2031,I did it! I took care of the babies all by myself!,Phoebe,joy,positive,202,8,6,5,"00:17:24,585","00:17:27,420",i didn't i took a the babies all by myself
1924,2032,But my apartment!,Monica,surprise,negative,202,9,6,5,"0:17:27,588","0:17:31,634",my apartment was the setting of fees triumph
1925,2035,Is not as important as the fact that Phoebe took care of the babies all by herself.,Chandler,neutral,neutral,202,12,6,5,"00:17:34,595","00:17:38,389",important as the fact of phoebe to care the baby's all by herself
1926,2036,"Youre right, youre right I shouldnt freak out.",Monica,neutral,neutral,202,13,6,5,"00:17:39,725","00:17:42,518",rightyou're right i shouldn't freak out
1927,2037,Cause this is what will happen when you and I have babies!,Monica,neutral,neutral,202,14,6,5,"00:17:42,686","00:17:44,687",this is what it's gonna be like when you and i have begun
1928,2038,When will that be?,Monica,neutral,neutral,202,15,6,5,"00:17:44,855","00:17:46,689",will that be
1929,2040,"Phoebe, would you take a look at this mess!!!!",Chandler,anger,negative,202,16,6,5,"00:17:49,485","00:17:51,903",would you take a look into this mess
1930,2042,Hey Ross! The babys kicking!,Joey,joy,positive,203,0,8,14,"00:06:26,200","00:06:28,160",rush the baby's kick in
1931,2043,What?! It is?!,Ross,surprise,positive,203,1,8,14,"00:06:28,440","00:06:30,660",what is this
1932,2044,Its not kicking right now. Although we would love to see you do  that again.,Rachel,joy,positive,203,2,8,14,"00:06:35,360","00:06:41,800",it's not kidding right now although we would love to see you do that again
1933,2045,"Hey, when-when was it kicking? What happened?",Ross,joy,positive,203,3,8,14,"00:06:42,080","00:06:43,840",the when when was a kick it what happen
1934,2046,Last night! I just felt it and I went into Joeys room and he was sleeping,Rachel,joy,positive,203,4,8,14,"00:06:44,080","00:06:47,640",last night i just felt that then i went into joey's rome and you asleep
1935,2047,A dreamless sleep.,Joey,neutral,neutral,203,5,8,14,"00:06:47,840","00:06:50,360",dreamless sleep
1936,2048,"So c'mon, you guys, tell me all the dirt!",Rachel,joy,positive,204,0,1,4,"00:07:31,451","00:07:34,119",come on you guys to the other characters
1937,2049,"Well, the biggest news is still you dumping Barry at the altar!",Kiki,neutral,neutral,204,1,1,4,"00:07:34,287","00:07:38,123",well the biggest news is still you don't think barry appeal up there
1938,2050,Alright. Let's talk reality for a second.,Joanne,neutral,neutral,204,2,1,4,"0:07:40,293","0:07:43,380",hi let's talk reality for a second
1939,2051,Okay.,Rachel,neutral,neutral,204,3,1,4,"0:07:43,380","0:07:44,064",
1940,2052,When are you coming home?,Joanne,neutral,neutral,204,4,1,4,"00:07:44,172","00:07:46,506",what are you coming home but
1941,2053,"What? Guys, I'm not.",Rachel,surprise,positive,204,5,1,4,"00:07:46,674","00:07:47,799",kind of not
1942,2054,"C'mon, this is us.",Joanne,neutral,neutral,204,6,1,4,"00:07:47,967","00:07:52,637",come on misses us i'm not
1943,2055,I'm not! This is what I'm doing now. I've got this job-,Rachel,neutral,neutral,204,7,1,4,"00:07:52,805","00:07:56,308",this is what i'm doing nowi've got this job
1944,2056,Waitressing?,Kiki,surprise,negative,204,8,1,4,"00:07:56,476","00:07:58,143",waitress thing
1945,2057,"Okay, I'm not just waitressing.",Rachel,neutral,neutral,204,9,1,4,"00:07:56,476","00:08:01,062",waitress thingaig not just way to see
1946,2058,I'm..,Rachel,neutral,neutral,204,10,1,4,"00:07:58,311","00:08:01,062",not just way to see
1947,2059,"I, um...",Rachel,neutral,neutral,204,11,1,4,"00:08:03,858","00:08:05,525",i am
1948,2060,"I write the specials on the specials board, and, uh... and I, uh...",Rachel,neutral,neutral,204,12,1,4,"00:08:06,110","00:08:09,654",i write the specials on the special board and
1949,2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083",and i'd take the dead flowers out of the fivedon't sometimes or it's we put the little chocolate lab on the cookieswell your mom didn't tell us about the blob
1950,2062,"We get off around midnight, why don't we pick you up then?",Fireman No. 3,neutral,neutral,205,0,1,14,"00:22:03,155","00:22:05,489",we get off around midnight when we could get this
1951,2063,"So, um, will you bring the truck?",Rachel,neutral,neutral,205,1,1,14,"00:22:08,076","00:22:10,703",when you bring the track
1952,2064,I'll even let you ring the bell.,Fireman No. 3,neutral,neutral,205,2,1,14,"00:22:13,206","00:22:15,708",how much ring the bell
1953,2065,"Oh, my god.",Rachel,surprise,positive,205,3,1,14,"00:22:21,006","00:22:22,256",
1954,2066,"See, there you go, the cleansing works!",Phoebe,joy,positive,205,4,1,14,"00:22:23,383","00:22:27,720",
1955,2067,They're nice guys.,Monica,neutral,neutral,205,5,1,14,"00:22:27,971","00:22:29,430",
1956,2068,"Oh, they're firemen guys.",Rachel,joy,positive,205,6,1,14,"00:22:27,971","00:22:32,058",they're firemen yeah
1957,2069,Your son.,Susan,neutral,neutral,206,0,1,23,"00:08:02,023","00:08:03,398",
1958,2070,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,anger,negative,206,1,1,23,"00:08:03,566","00:08:10,113",have a son named jordy will agree my son's name is jamie welljimmy was the name is susan first
1959,2071,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",Carol,neutral,neutral,206,2,1,23,"00:08:07,320","00:08:12,574",jimmy was the name season's first conference or we went back to georgia
1960,2072,"What? Whoa, whoa whoa whoa, what do you mean,",Ross,surprise,negative,206,3,1,23,"00:08:12,950","00:08:16,703",that wouldn't be back to georgia we never landed on joining
1961,2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,anger,negative,206,4,1,23,"00:08:22,335","00:08:25,212",like
1962,2074,I got it.,Ross,neutral,neutral,206,5,1,23,"0:08:25,379","0:08:27,173",are you going
1963,2075,I got it.,Susan,neutral,neutral,206,6,1,23,"0:08:27,173","0:08:27,483",
1964,2076,"I got it! Hey, you get to sleep with her, I get the cramps.",Ross,anger,negative,206,7,1,23,"00:08:27,590","00:08:30,008",to sleep with the i get the clamps
1965,2077,"No, you don't.",Susan,neutral,neutral,206,8,1,23,"00:08:30,176","00:08:31,343",
1966,2078,"All right, that's it. I want both of you out.",Carol,anger,negative,206,9,1,23,"00:08:31,511","00:08:33,803",that is it i won't bother out
1967,2079,Why?,Ross,surprise,negative,206,10,1,23,"00:08:32,803","00:08:33,803",the house
1968,2080,He started it!,Susan,anger,negative,206,11,1,23,"0:08:33,971","0:08:34,973",
1969,2081,"No, you started it.",Ross,anger,negative,206,12,1,23,"0:08:34,973","0:08:35,487",
1970,2083,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,negative,206,13,1,23,"00:08:35,598","00:08:42,687",don't care i'm trying to get upi thought you know you knowany the inner that now
1971,2085,Now go!,Carol,anger,negative,206,14,1,23,"00:08:39,227","00:08:42,687",any the air
1972,2086,Thanks a lot.,Ross,anger,negative,206,15,1,23,"0:08:45,107","0:08:45,983",thanks a lot
1973,2087,See what you did.,Susan,anger,negative,206,16,1,23,"0:08:45,983","0:08:46,669",the
1974,2088,"Yeah, listen...",Ross,neutral,neutral,206,17,1,23,"0:08:46,776","0:08:47,694",with
1975,2089,Out,Carol,anger,negative,206,18,1,23,"0:08:47,694","0:08:49,225",and
1976,2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,joy,positive,207,0,3,15,"00:14:12,393","00:14:21,192",i can also speak a little french rule a fukushima avec moi says arewhat they said
1977,2091,"Well, you just asked if I wanted to go to bed with you tonight.",Mischa,neutral,neutral,207,1,3,15,"00:14:21,360","00:14:24,779",well you're just as the if i wanted to go to bed with you tonight
1978,2092,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,positive,207,2,3,15,"00:14:28,534","00:14:33,872",the wonder i guess that's great service and gavin laurienot not
1979,2093,"Knock, knock, knock, knock, hi.",Phoebe,neutral,neutral,207,3,3,15,"00:14:32,454","00:14:33,872",
1980,2094,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",Phoebe,neutral,neutral,207,4,3,15,"00:14:34,123","00:14:42,088",could you please tell sergei that i was fascinated by what boutros boutros ghali in the new york times
1981,2095,You didnt say Boutros Boutros Gali.,Phoebe,neutral,neutral,207,5,3,15,"0:14:45,676","0:14:47,698",the you didn't say boutros boutros ghali
1982,2096,Boutros Boutros Gali.,Mischa,neutral,neutral,207,6,3,15,"0:14:47,698","0:14:48,557",
1983,2097,He says he was too.,Mischa,neutral,neutral,207,7,3,15,"00:14:53,058","00:14:54,225",the he says he was too
1984,2098,Interesting.,Phoebe,neutral,neutral,207,8,3,15,"00:14:54,393","00:14:56,311",interesting
1985,2099,So I was wondering....,Mischa,neutral,neutral,207,9,3,15,"00:14:57,521","00:14:59,772",so i was wondering
1986,2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,joy,positive,207,10,3,15,"00:14:59,940","00:15:09,282",get talking againyou also please tell surgerythati really like his suit
1987,2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,positive,207,11,3,15,"00:15:22,838","00:15:28,343",he said the thank you very much you think you'll have very pretty tonight you're golden like this on so you're a shift
1988,2102,So you're a chef?,Mischa,neutral,neutral,207,12,3,15,"00:15:25,925","00:15:28,343",golden like this on so you're a shift
1989,2103,Im also thinking about opening up my own restaurant.,Monica,joy,positive,207,13,3,15,"00:15:29,845","00:15:32,221",i'm also thinking of opening at leyland rest
1990,2104,"Oh, really.",Mischa,surprise,positive,207,14,3,15,"00:15:32,389","00:15:33,890",oh really
1991,2105,"Monica, can I talk to you behind my menu, please.  What are you doing?",Phoebe,neutral,neutral,207,15,3,15,"00:15:34,058","00:15:36,017",right talk to behind my menu please
1992,2106,"Well, I was having a conversation.",Monica,neutral,neutral,207,16,3,15,"00:15:39,271","00:15:42,398",well i was having a conversation
1993,2107,"Yeah but, Mischa is so interested in you, that Sergei and I havent been able to say two words to each other.",Phoebe,anger,negative,207,17,3,15,"00:15:42,566","00:15:50,990",that me show so interested in new that's here again i haven't been able to say two words to each otherhe just to sit here silently what the three you have a conversation
1994,2108,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,negative,207,18,3,15,"00:15:47,821","00:15:50,990",what you have to sit here silently what the three you have a conversation
1995,2109,That would be great. Thank you.,Phoebe,neutral,neutral,207,19,3,15,"00:15:51,158","00:15:52,867",that would be great thank you
1996,2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,negative,208,0,5,10,"00:15:09,575","00:15:15,496",so we finally get to the top of the minimuman airhead here for gets the camera
1997,2111,"Oh, y'know the same thing happened to me one time.",Joey,neutral,neutral,208,1,5,10,"00:15:15,506","00:15:18,666",by you know that same thing happen to me one time
1998,2112,When did that happen to you?!,Chandler,surprise,negative,208,2,5,10,"00:15:19,960","00:15:22,670",when did that happen to you
1999,2113,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a pictureI didn't have my camera!,Joey,neutral,neutral,208,3,5,10,"00:15:23,088","00:15:29,427",remember we were jargon in the park so that was pretty bird and i want to take a picture but and and that my camera
2000,2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,negative,208,4,5,10,"00:15:29,595","00:15:33,056",okayfirst well chasing the church guy is not jogging
2001,2115,"Oh, this is so good  you have got to try it.",Krista,joy,positive,208,5,5,10,"00:15:34,725","00:15:38,019",this show good you've got to try it
2002,2116,"Oh, damn! I got it on my pants.",Danny,anger,negative,208,6,5,10,"0:15:49,031","0:15:51,242",oh my i got it on the pants
2003,2117,"Here, I'll get it.",Krista,neutral,neutral,208,7,5,10,"0:15:51,242","0:15:52,177",here are going to
2004,2118,We'd better take these pants off upstairs or that stain's gonna set.,Krista,neutral,neutral,208,8,5,10,"00:16:01,335","00:16:03,586",we better take these are upstairs with that stains
2005,2119,Yep.  I'm gonna wear these on our date tonight.,Danny,joy,positive,208,9,5,10,"0:16:03,754","0:16:05,506",his pass on a date tonight
2006,2120,"Oh, great!",Rachel,surprise,positive,208,10,5,10,"0:16:05,506","0:16:07,062",right
2007,2121,"Okay, bye!  Oh my God!!",Chandler,joy,positive,208,11,5,10,"00:16:08,092","00:16:10,677",the by oh michael hundred
2008,2122,That was unbelievable!,Monica,surprise,negative,208,12,5,10,"0:16:11,887","0:16:13,306",that was unbelievable
2009,2124,"Yeah, wow, sorry Rach.",Joey,sadness,negative,208,14,5,10,"0:16:14,723","0:16:16,350",well signs
